YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,3,11,3,WN,661,N423WN,MDW,PHX,835,852.0,17.0,10.0,902.0,235.0,202.0,186.0,1444,1008.0,6.0,1030,1014.0,-16.0,False,False,,,,,,
2015,8,1,6,MQ,3407,N608MQ,DFW,HOU,1055,1051.0,-4.0,17.0,1108.0,76.0,63.0,44.0,247,1152.0,2.0,1211,1154.0,-17.0,False,False,,,,,,
2015,11,17,2,WN,429,N606SW,MCO,BUF,1320,1320.0,0.0,10.0,1330.0,155.0,149.0,135.0,1011,1545.0,4.0,1555,1549.0,-6.0,False,False,,,,,,
2015,9,6,7,UA,1195,N16701,IND,ORD,1728,1718.0,-10.0,17.0,1735.0,72.0,76.0,39.0,177,1714.0,20.0,1740,1734.0,-6.0,False,False,,,,,,
2015,1,23,5,DL,1119,N618DL,MSY,ATL,1340,1343.0,3.0,16.0,1359.0,87.0,81.0,55.0,425,1554.0,10.0,1607,1604.0,-3.0,False,False,,,,,,
2015,11,9,1,UA,1173,N69810,SJU,EWR,1729,1726.0,-3.0,10.0,1736.0,261.0,247.0,219.0,1608,2015.0,18.0,2050,2033.0,-17.0,False,False,,,,,,
2015,9,27,7,EV,3258,N16981,BOS,EWR,1252,1247.0,-5.0,31.0,1318.0,93.0,95.0,56.0,200,1414.0,8.0,1425,1422.0,-3.0,False,False,,,,,,
2015,12,1,2,WN,2829,N8329B,PHX,DAL,1600,1602.0,2.0,12.0,1614.0,135.0,126.0,109.0,879,1903.0,5.0,1915,1908.0,-7.0,False,False,,,,,,
2015,4,10,5,WN,282,N7713A,ONT,PHX,1720,1728.0,8.0,11.0,1739.0,70.0,70.0,51.0,325,1830.0,8.0,1830,1838.0,8.0,False,False,,,,,,
2015,11,4,3,AA,2475,N3GAAA,ORD,SFO,1530,1532.0,2.0,11.0,1543.0,283.0,271.0,257.0,1846,1800.0,3.0,1813,1803.0,-10.0,False,False,,,,,,
2015,11,24,2,DL,307,N896AT,MIA,LGA,1940,1935.0,-5.0,14.0,1949.0,184.0,165.0,148.0,1096,2217.0,3.0,2244,2220.0,-24.0,False,False,,,,,,
2015,9,22,2,EV,4703,N13978,MOB,IAH,1823,1818.0,-5.0,7.0,1825.0,95.0,78.0,64.0,427,1929.0,7.0,1958,1936.0,-22.0,False,False,,,,,,
2015,10,15,4,UA,360,N464UA,12264,15304,1805,1803.0,-2.0,17.0,1820.0,142.0,134.0,112.0,811,2012.0,5.0,2027,2017.0,-10.0,False,False,,,,,,
2015,7,5,7,MQ,3634,N665MQ,MIA,CVG,1820,1816.0,-4.0,14.0,1830.0,159.0,157.0,135.0,948,2045.0,8.0,2059,2053.0,-6.0,False,False,,,,,,
2015,4,20,1,EV,5604,N838AS,ATL,CAE,1500,1500.0,0.0,17.0,1517.0,60.0,52.0,32.0,192,1549.0,3.0,1600,1552.0,-8.0,False,False,,,,,,
2015,11,2,1,WN,1133,N7728D,BNA,MDW,1535,1529.0,-6.0,10.0,1539.0,85.0,87.0,71.0,395,1650.0,6.0,1700,1656.0,-4.0,False,False,,,,,,
2015,5,4,1,EV,4708,N34111,RIC,IAH,810,1028.0,138.0,20.0,1048.0,195.0,193.0,154.0,1157,1222.0,19.0,1025,1241.0,136.0,False,False,,0.0,0.0,136.0,0.0,0.0
2015,2,26,4,WN,651,N398SW,MDW,PIT,1330,,,,,75.0,,,402,,,1545,,,False,True,B,,,,,
2015,11,2,1,WN,2205,N745SW,MDW,DCA,1640,1639.0,-1.0,16.0,1655.0,105.0,98.0,77.0,601,1912.0,5.0,1925,1917.0,-8.0,False,False,,,,,,
2015,11,25,3,DL,2559,N902DE,BHM,ATL,1125,1119.0,-6.0,23.0,1142.0,67.0,60.0,30.0,134,1312.0,7.0,1332,1319.0,-13.0,False,False,,,,,,
2015,3,22,7,OO,5517,N732SK,DEN,PSP,1901,2007.0,66.0,42.0,2049.0,140.0,164.0,116.0,776,2145.0,6.0,2021,2151.0,90.0,False,False,,24.0,0.0,0.0,66.0,0.0
2015,6,11,4,WN,1114,N408WN,MDW,BNA,1620,1637.0,17.0,9.0,1646.0,75.0,73.0,58.0,395,1744.0,6.0,1735,1750.0,15.0,False,False,,0.0,0.0,4.0,11.0,0.0
2015,11,19,4,AA,1772,N545UW,CLT,DFW,930,929.0,-1.0,15.0,944.0,183.0,172.0,145.0,936,1109.0,12.0,1133,1121.0,-12.0,False,False,,,,,,
2015,9,4,5,OO,5211,N956SW,DEN,COS,1651,1656.0,5.0,9.0,1705.0,40.0,29.0,15.0,73,1720.0,5.0,1731,1725.0,-6.0,False,False,,,,,,
2015,9,15,2,B6,615,N935JB,JFK,SFO,1130,1131.0,1.0,18.0,1149.0,381.0,369.0,336.0,2586,1425.0,15.0,1451,1440.0,-11.0,False,False,,,,,,
2015,11,3,2,HA,555,N493HA,OGG,HNL,2108,2059.0,-9.0,8.0,2107.0,34.0,33.0,20.0,100,2127.0,5.0,2142,2132.0,-10.0,False,False,,,,,,
2015,4,29,3,OO,6373,N128SY,SFO,DFW,740,741.0,1.0,37.0,818.0,224.0,250.0,198.0,1464,1336.0,15.0,1324,1351.0,27.0,False,False,,26.0,0.0,1.0,0.0,0.0
2015,3,12,4,OO,4603,N449SW,ATL,FWA,1848,1906.0,18.0,17.0,1923.0,99.0,98.0,77.0,508,2040.0,4.0,2027,2044.0,17.0,False,False,,0.0,0.0,0.0,17.0,0.0
2015,9,12,6,WN,1779,N8318F,MDW,SFO,910,936.0,26.0,17.0,953.0,285.0,263.0,240.0,1855,1153.0,6.0,1155,1159.0,4.0,False,False,,,,,,
2015,7,18,6,OO,5180,N778SK,IAH,SLC,1735,1735.0,0.0,12.0,1747.0,187.0,171.0,152.0,1195,1919.0,7.0,1942,1926.0,-16.0,False,False,,,,,,
2015,9,7,1,UA,1191,N67845,LAX,EWR,1603,1602.0,-1.0,10.0,1612.0,321.0,289.0,273.0,2454,2345.0,6.0,24,2351.0,-33.0,False,False,,,,,,
2015,4,19,7,AA,1301,N010AA,MIA,IAH,705,706.0,1.0,24.0,730.0,174.0,182.0,150.0,964,900.0,8.0,859,908.0,9.0,False,False,,,,,,
2015,2,10,2,WN,3659,N716SW,MCI,STL,910,904.0,-6.0,7.0,911.0,55.0,47.0,36.0,237,947.0,4.0,1005,951.0,-14.0,False,False,,,,,,
2015,9,30,3,UA,1923,N24715,ATL,EWR,2026,2032.0,6.0,13.0,2045.0,141.0,129.0,103.0,746,2228.0,13.0,2247,2241.0,-6.0,False,False,,,,,,
2015,5,4,1,WN,4377,N7718B,PHX,SAN,710,705.0,-5.0,6.0,711.0,70.0,58.0,47.0,304,758.0,5.0,820,803.0,-17.0,False,False,,,,,,
2015,11,24,2,UA,558,N476UA,EWR,ATL,2121,2129.0,8.0,22.0,2151.0,145.0,140.0,110.0,746,2341.0,8.0,2346,2349.0,3.0,False,False,,,,,,
2015,11,6,5,OO,4813,N616QX,SEA,PSC,1055,1049.0,-6.0,16.0,1105.0,60.0,55.0,35.0,172,1140.0,4.0,1155,1144.0,-11.0,False,False,,,,,,
2015,5,6,3,AA,2427,N5ETAA,MIA,DFW,1829,1825.0,-4.0,13.0,1838.0,199.0,177.0,158.0,1121,2016.0,6.0,2048,2022.0,-26.0,False,False,,,,,,
2015,9,9,3,WN,1114,N735SA,SEA,OAK,1045,1049.0,4.0,23.0,1112.0,125.0,129.0,99.0,672,1251.0,7.0,1250,1258.0,8.0,False,False,,,,,,
2015,4,27,1,OO,5642,N969SW,CPR,DEN,932,924.0,-8.0,8.0,932.0,63.0,74.0,51.0,230,1023.0,15.0,1035,1038.0,3.0,False,False,,,,,,
2015,11,2,1,WN,1970,N773SA,PDX,SNA,615,610.0,-5.0,9.0,619.0,140.0,145.0,131.0,859,830.0,5.0,835,835.0,0.0,False,False,,,,,,
2015,6,27,6,DL,14,N832DN,SLC,ATL,950,955.0,5.0,14.0,1009.0,225.0,208.0,188.0,1590,1517.0,6.0,1535,1523.0,-12.0,False,False,,,,,,
2015,2,22,7,WN,3385,N932WN,ATL,BDL,2045,2109.0,24.0,36.0,2145.0,145.0,145.0,105.0,859,2330.0,4.0,2310,2334.0,24.0,False,False,,0.0,0.0,4.0,20.0,0.0
2015,10,6,2,VX,810,N853VA,14771,14057,2045,2039.0,-6.0,11.0,2050.0,100.0,95.0,80.0,550,2210.0,4.0,2225,2214.0,-11.0,False,False,,,,,,
2015,4,30,4,OO,6222,N764SK,DEN,AUS,1342,1342.0,0.0,12.0,1354.0,130.0,125.0,109.0,775,1643.0,4.0,1652,1647.0,-5.0,False,False,,,,,,
2015,7,10,5,B6,156,N183JB,IAD,BOS,1022,1012.0,-10.0,11.0,1023.0,85.0,74.0,59.0,413,1122.0,4.0,1147,1126.0,-21.0,False,False,,,,,,
2015,11,17,2,WN,401,N497WN,STL,MCI,940,953.0,13.0,13.0,1006.0,65.0,63.0,47.0,237,1053.0,3.0,1045,1056.0,11.0,False,False,,,,,,
2015,7,22,3,DL,802,N946DN,ATL,LGA,1545,1542.0,-3.0,19.0,1601.0,150.0,123.0,99.0,762,1740.0,5.0,1815,1745.0,-30.0,False,False,,,,,,
2015,5,1,5,DL,1068,N661DN,RSW,ATL,1216,1211.0,-5.0,15.0,1226.0,113.0,108.0,77.0,515,1343.0,16.0,1409,1359.0,-10.0,False,False,,,,,,
2015,9,4,5,AA,323,N403AA,STL,DFW,925,920.0,-5.0,11.0,931.0,110.0,98.0,74.0,550,1045.0,13.0,1115,1058.0,-17.0,False,False,,,,,,
2015,7,11,6,B6,1348,N585JB,SJU,DCA,1811,1802.0,-9.0,11.0,1813.0,228.0,219.0,205.0,1554,2138.0,3.0,2159,2141.0,-18.0,False,False,,,,,,
2015,11,19,4,AS,753,N474AS,RDU,SEA,1755,1755.0,0.0,21.0,1816.0,340.0,362.0,337.0,2354,2053.0,4.0,2035,2057.0,22.0,False,False,,22.0,0.0,0.0,0.0,0.0
2015,11,10,2,EV,4595,N13553,IAH,MEM,1910,1920.0,10.0,16.0,1936.0,96.0,86.0,67.0,468,2043.0,3.0,2046,2046.0,0.0,False,False,,,,,,
2015,10,6,2,B6,885,N558JB,12478,14492,750,745.0,-5.0,22.0,807.0,93.0,95.0,67.0,427,914.0,6.0,923,920.0,-3.0,False,False,,,,,,
2015,12,6,7,AA,761,N510UW,CLT,MIA,1610,1614.0,4.0,12.0,1626.0,122.0,110.0,94.0,650,1800.0,4.0,1812,1804.0,-8.0,False,False,,,,,,
2015,9,5,6,UA,1710,N77518,IAD,SJU,815,901.0,46.0,13.0,914.0,230.0,216.0,197.0,1571,1231.0,6.0,1205,1237.0,32.0,False,False,,0.0,0.0,32.0,0.0,0.0
2015,11,1,7,AA,718,N152UW,SFO,PHL,825,819.0,-6.0,13.0,832.0,328.0,294.0,273.0,2521,1605.0,8.0,1653,1613.0,-40.0,False,False,,,,,,
2015,7,25,6,OO,5640,N932SW,SBA,SFO,1231,1223.0,-8.0,15.0,1238.0,70.0,65.0,44.0,262,1322.0,6.0,1341,1328.0,-13.0,False,False,,,,,,
2015,9,10,4,EV,3938,N29906,ORD,HPN,1345,1345.0,0.0,33.0,1418.0,133.0,151.0,113.0,738,1711.0,5.0,1658,1716.0,18.0,False,False,,18.0,0.0,0.0,0.0,0.0
2015,1,2,5,DL,2560,N359NW,BWI,SLC,730,725.0,-5.0,9.0,734.0,296.0,288.0,268.0,1865,1002.0,11.0,1026,1013.0,-13.0,False,False,,,,,,
2015,5,1,5,OO,5590,N753SK,MSY,ORD,701,657.0,-4.0,9.0,706.0,154.0,148.0,130.0,837,916.0,9.0,935,925.0,-10.0,False,False,,,,,,
2015,12,31,4,WN,2265,N626SW,TUL,LAS,1345,1423.0,38.0,7.0,1430.0,180.0,180.0,165.0,1076,1515.0,8.0,1445,1523.0,38.0,False,False,,0.0,0.0,8.0,30.0,0.0
2015,12,12,6,AA,2009,N661AW,EWR,CLT,1713,1709.0,-4.0,13.0,1722.0,117.0,97.0,77.0,529,1839.0,7.0,1910,1846.0,-24.0,False,False,,,,,,
2015,3,18,3,OO,7375,N8933B,MSP,BRD,2142,2136.0,-6.0,8.0,2144.0,56.0,36.0,24.0,114,2208.0,4.0,2238,2212.0,-26.0,False,False,,,,,,
2015,3,24,2,EV,5784,N11137,IAH,LFT,1450,1449.0,-1.0,11.0,1500.0,58.0,49.0,32.0,201,1532.0,6.0,1548,1538.0,-10.0,False,False,,,,,,
2015,6,14,7,WN,705,N382SW,OAK,SLC,1535,1648.0,73.0,7.0,1655.0,95.0,89.0,79.0,588,1914.0,3.0,1810,1917.0,67.0,False,False,,0.0,0.0,60.0,7.0,0.0
2015,7,2,4,WN,1282,N8638A,LAX,HOU,1410,1409.0,-1.0,17.0,1426.0,195.0,205.0,182.0,1390,1928.0,6.0,1925,1934.0,9.0,False,False,,,,,,
2015,5,10,7,EV,4902,N856AS,CAE,LGA,1634,1626.0,-8.0,18.0,1644.0,115.0,122.0,95.0,617,1819.0,9.0,1829,1828.0,-1.0,False,False,,,,,,
2015,12,10,4,B6,392,N536JB,TPA,BOS,1134,1128.0,-6.0,16.0,1144.0,172.0,177.0,156.0,1185,1420.0,5.0,1426,1425.0,-1.0,False,False,,,,,,
2015,12,22,2,WN,3009,N920WN,SAN,SMF,1620,1627.0,7.0,11.0,1638.0,95.0,96.0,81.0,480,1759.0,4.0,1755,1803.0,8.0,False,False,,,,,,
2015,5,27,3,WN,4577,N714CB,ATL,CMH,935,935.0,0.0,10.0,945.0,100.0,81.0,66.0,447,1051.0,5.0,1115,1056.0,-19.0,False,False,,,,,,
2015,1,22,4,US,521,N913US,DEN,PHX,1450,1446.0,-4.0,11.0,1457.0,110.0,91.0,77.0,602,1614.0,3.0,1640,1617.0,-23.0,False,False,,,,,,
2015,6,26,5,EV,5128,N843AS,MGM,ATL,545,539.0,-6.0,12.0,551.0,48.0,54.0,32.0,147,723.0,10.0,733,733.0,0.0,False,False,,,,,,
2015,10,27,2,EV,3854,N16987,13930,12278,918,914.0,-4.0,13.0,927.0,122.0,110.0,93.0,588,1100.0,4.0,1120,1104.0,-16.0,False,False,,,,,,
2015,3,14,6,EV,4203,N16178,JAN,IAH,1523,1517.0,-6.0,11.0,1528.0,77.0,82.0,63.0,351,1631.0,8.0,1640,1639.0,-1.0,False,False,,,,,,
2015,6,17,3,US,2081,N108UW,RSW,CLT,1315,1310.0,-5.0,9.0,1319.0,113.0,107.0,86.0,600,1445.0,12.0,1508,1457.0,-11.0,False,False,,,,,,
2015,11,16,1,WN,2079,N482WN,LAS,PDX,1050,1100.0,10.0,18.0,1118.0,140.0,152.0,131.0,763,1329.0,3.0,1310,1332.0,22.0,False,False,,12.0,0.0,0.0,10.0,0.0
2015,3,26,4,OO,5465,N702BR,DEN,JMS,1955,1954.0,-1.0,22.0,2016.0,113.0,119.0,92.0,573,2248.0,5.0,2248,2253.0,5.0,False,False,,,,,,
2015,4,15,3,WN,4383,N751SW,STL,MDW,715,711.0,-4.0,11.0,722.0,65.0,59.0,43.0,251,805.0,5.0,820,810.0,-10.0,False,False,,,,,,
2015,7,24,5,UA,1124,N14237,SFO,SEA,736,731.0,-5.0,15.0,746.0,127.0,124.0,102.0,679,928.0,7.0,943,935.0,-8.0,False,False,,,,,,
2015,12,26,6,B6,94,N296JB,MCO,HPN,1100,1051.0,-9.0,16.0,1107.0,156.0,156.0,134.0,972,1321.0,6.0,1336,1327.0,-9.0,False,False,,,,,,
2015,4,28,2,DL,1729,N398DA,LAX,SEA,825,822.0,-3.0,14.0,836.0,175.0,151.0,124.0,954,1040.0,13.0,1120,1053.0,-27.0,False,False,,,,,,
2015,10,10,6,WN,3583,N697SW,12191,11140,1815,1829.0,14.0,11.0,1840.0,50.0,49.0,34.0,187,1914.0,4.0,1905,1918.0,13.0,False,False,,,,,,
2015,10,16,5,EV,4937,N738EV,14524,11433,600,554.0,-6.0,16.0,610.0,107.0,112.0,85.0,456,735.0,11.0,747,746.0,-1.0,False,False,,,,,,
2015,11,11,3,DL,1131,N932DL,LGA,FLL,1045,1047.0,2.0,51.0,1138.0,200.0,197.0,143.0,1076,1401.0,3.0,1405,1404.0,-1.0,False,False,,,,,,
2015,4,18,6,B6,525,N636JB,JFK,TPA,611,610.0,-1.0,11.0,621.0,169.0,149.0,135.0,1005,836.0,3.0,900,839.0,-21.0,False,False,,,,,,
2015,3,28,6,EV,2561,N876AS,DFW,SJT,2155,2148.0,-7.0,9.0,2157.0,56.0,48.0,37.0,229,2234.0,2.0,2251,2236.0,-15.0,False,False,,,,,,
2015,8,26,3,AA,765,N806AW,CLT,STL,1820,1816.0,-4.0,25.0,1841.0,120.0,115.0,86.0,575,1907.0,4.0,1920,1911.0,-9.0,False,False,,,,,,
2015,7,1,3,DL,1613,N909DA,IND,ATL,1418,1419.0,1.0,12.0,1431.0,101.0,91.0,74.0,432,1545.0,5.0,1559,1550.0,-9.0,False,False,,,,,,
2015,9,9,3,B6,748,N805JB,LAS,JFK,1400,1406.0,6.0,15.0,1421.0,309.0,303.0,274.0,2248,2155.0,14.0,2209,2209.0,0.0,False,False,,,,,,
2015,9,15,2,DL,816,N949AT,TPA,JFK,800,756.0,-4.0,14.0,810.0,166.0,153.0,131.0,1005,1021.0,8.0,1046,1029.0,-17.0,False,False,,,,,,
2015,12,7,1,F9,1323,N931FR,ORD,SLC,1020,1010.0,-10.0,35.0,1045.0,225.0,233.0,188.0,1250,1253.0,10.0,1305,1303.0,-2.0,False,False,,,,,,
2015,12,7,1,DL,2184,N940DL,ATL,SDF,1449,1454.0,5.0,23.0,1517.0,79.0,89.0,59.0,321,1616.0,7.0,1608,1623.0,15.0,False,False,,15.0,0.0,0.0,0.0,0.0
2015,11,9,1,DL,2477,N918DE,BNA,ATL,2004,2002.0,-2.0,29.0,2031.0,69.0,78.0,38.0,214,2209.0,11.0,2213,2220.0,7.0,False,False,,,,,,
2015,4,8,3,AA,152,N3JEAA,PHX,MIA,1325,1338.0,13.0,13.0,1351.0,251.0,242.0,224.0,1972,2035.0,5.0,2036,2040.0,4.0,False,False,,,,,,
2015,11,16,1,OO,6465,N118SY,SLC,LAX,735,729.0,-6.0,14.0,743.0,125.0,112.0,91.0,590,814.0,7.0,840,821.0,-19.0,False,False,,,,,,
2015,9,20,7,AA,1047,N3GVAA,SLC,DFW,715,710.0,-5.0,19.0,729.0,163.0,153.0,123.0,989,1032.0,11.0,1058,1043.0,-15.0,False,False,,,,,,
2015,11,21,6,UA,1778,N69840,ORD,SRQ,750,748.0,-2.0,46.0,834.0,167.0,191.0,141.0,1050,1155.0,4.0,1137,1159.0,22.0,False,False,,22.0,0.0,0.0,0.0,0.0
2015,10,11,7,WN,3062,N206WN,10397,15304,1405,1420.0,15.0,8.0,1428.0,80.0,71.0,58.0,406,1526.0,5.0,1525,1531.0,6.0,False,False,,,,,,
2015,4,6,1,DL,744,N805DN,ATL,MSP,1455,1453.0,-2.0,8.0,1501.0,165.0,151.0,137.0,907,1618.0,6.0,1640,1624.0,-16.0,False,False,,,,,,
2015,1,26,1,EV,4747,N26545,CLL,IAH,715,708.0,-7.0,10.0,718.0,39.0,41.0,23.0,74,741.0,8.0,754,749.0,-5.0,False,False,,,,,,
2015,2,18,3,EV,3266,N15572,DTW,ORD,1857,1910.0,13.0,11.0,1921.0,88.0,89.0,51.0,235,1912.0,27.0,1925,1939.0,14.0,False,False,,,,,,
2015,6,28,7,B6,768,N594JB,PSE,MCO,334,318.0,-16.0,9.0,327.0,174.0,167.0,154.0,1179,601.0,4.0,628,605.0,-23.0,False,False,,,,,,
2015,1,28,3,EV,6008,N13550,LEX,ORD,1038,1022.0,-16.0,14.0,1036.0,96.0,101.0,76.0,323,1052.0,11.0,1114,1103.0,-11.0,False,False,,,,,,
2015,4,12,7,AS,9,N407AS,MCO,SEA,710,700.0,-10.0,16.0,716.0,376.0,371.0,348.0,2554,1004.0,7.0,1026,1011.0,-15.0,False,False,,,,,,
2015,2,25,3,DL,2030,N360NW,MDW,ATL,600,553.0,-7.0,12.0,605.0,120.0,101.0,84.0,591,829.0,5.0,900,834.0,-26.0,False,False,,,,,,
2015,11,13,5,EV,4368,N14573,EWR,BDL,820,814.0,-6.0,22.0,836.0,60.0,54.0,28.0,116,904.0,4.0,920,908.0,-12.0,False,False,,,,,,
2015,12,14,1,AA,1314,N403AA,TUL,DFW,810,807.0,-3.0,14.0,821.0,79.0,69.0,43.0,237,904.0,12.0,929,916.0,-13.0,False,False,,,,,,
2015,8,17,1,AA,2323,N3LKAA,ORD,DCA,1840,2104.0,144.0,30.0,2134.0,127.0,122.0,86.0,612,2400.0,6.0,2147,6.0,139.0,False,False,,1.0,0.0,0.0,138.0,0.0
2015,5,28,4,WN,775,N758SW,OAK,SEA,600,555.0,-5.0,10.0,605.0,125.0,110.0,96.0,672,741.0,4.0,805,745.0,-20.0,False,False,,,,,,
2015,5,21,4,DL,1517,N940DN,DEN,ATL,615,613.0,-2.0,13.0,626.0,176.0,159.0,140.0,1199,1046.0,6.0,1111,1052.0,-19.0,False,False,,,,,,
2015,6,17,3,OO,4990,N718SK,IAH,TUS,1748,2109.0,201.0,10.0,2119.0,148.0,131.0,118.0,936,2117.0,3.0,1816,2120.0,184.0,False,False,,0.0,0.0,0.0,184.0,0.0
2015,3,15,7,OO,7394,N935SW,SGU,SLC,1512,1514.0,2.0,12.0,1526.0,68.0,63.0,46.0,272,1612.0,5.0,1620,1617.0,-3.0,False,False,,,,,,
2015,5,31,7,OO,5658,N760SK,DEN,COS,1636,1833.0,117.0,8.0,1841.0,41.0,28.0,14.0,73,1855.0,6.0,1717,1901.0,104.0,False,False,,0.0,0.0,104.0,0.0,0.0
2015,6,22,1,WN,841,N703SW,JAX,BNA,2005,2218.0,133.0,10.0,2228.0,90.0,83.0,68.0,483,2236.0,5.0,2035,2241.0,126.0,False,False,,0.0,0.0,0.0,46.0,80.0
2015,5,6,3,MQ,3631,N3AEMQ,BNA,ORD,745,929.0,104.0,9.0,938.0,106.0,88.0,71.0,409,1049.0,8.0,931,1057.0,86.0,False,False,,0.0,0.0,0.0,0.0,86.0
2015,3,28,6,WN,2457,N511SW,HOU,HRL,1510,1627.0,77.0,9.0,1636.0,60.0,54.0,43.0,277,1719.0,2.0,1610,1721.0,71.0,False,False,,0.0,0.0,71.0,0.0,0.0
2015,8,30,7,MQ,3504,N3AEMQ,ORD,PIT,845,848.0,3.0,25.0,913.0,92.0,87.0,59.0,413,1112.0,3.0,1117,1115.0,-2.0,False,False,,,,,,
2015,5,1,5,WN,2451,N7703A,SAN,BNA,1315,1321.0,6.0,8.0,1329.0,230.0,226.0,209.0,1751,1858.0,9.0,1905,1907.0,2.0,False,False,,,,,,
2015,1,9,5,WN,671,N8308K,CMH,MCO,650,647.0,-3.0,33.0,720.0,150.0,148.0,111.0,802,911.0,4.0,920,915.0,-5.0,False,False,,,,,,
2015,6,30,2,DL,2127,N556NW,FLL,ATL,540,541.0,1.0,15.0,556.0,106.0,94.0,76.0,581,712.0,3.0,726,715.0,-11.0,False,False,,,,,,
2015,5,15,5,OO,5315,N982SW,DVL,DEN,1439,1435.0,-4.0,5.0,1440.0,120.0,131.0,107.0,638,1527.0,19.0,1539,1546.0,7.0,False,False,,,,,,
2015,9,5,6,AA,475,N109UW,CLT,ALB,1755,1751.0,-4.0,22.0,1813.0,118.0,121.0,96.0,646,1949.0,3.0,1953,1952.0,-1.0,False,False,,,,,,
2015,10,12,1,DL,2816,N979AT,11433,10423,2003,2016.0,13.0,13.0,2029.0,199.0,171.0,151.0,1149,2200.0,7.0,2222,2207.0,-15.0,False,False,,,,,,
2015,9,4,5,DL,1153,N963DN,ATL,BWI,1230,1228.0,-2.0,13.0,1241.0,109.0,115.0,95.0,577,1416.0,7.0,1419,1423.0,4.0,False,False,,,,,,
2015,7,2,4,MQ,3102,N518MQ,ORD,RIC,1455,,,,,120.0,,,642,,,1755,,,False,True,A,,,,,
2015,1,9,5,UA,478,N529UA,ORD,BOS,1810,2253.0,283.0,22.0,2315.0,134.0,123.0,97.0,867,152.0,4.0,2124,156.0,272.0,False,False,,0.0,0.0,0.0,224.0,48.0
2015,12,31,4,AS,803,N535AS,SJC,OGG,840,827.0,-13.0,14.0,841.0,330.0,324.0,304.0,2355,1145.0,6.0,1210,1151.0,-19.0,False,False,,,,,,
2015,1,9,5,MQ,3271,N677MQ,AEX,DFW,605,554.0,-11.0,16.0,610.0,78.0,84.0,49.0,285,659.0,19.0,723,718.0,-5.0,False,False,,,,,,
2015,11,6,5,WN,892,N772SW,STL,MDW,920,921.0,1.0,6.0,927.0,60.0,52.0,41.0,251,1008.0,5.0,1020,1013.0,-7.0,False,False,,,,,,
2015,6,6,6,B6,24,N946JB,LAX,JFK,630,628.0,-2.0,8.0,636.0,329.0,296.0,285.0,2475,1421.0,3.0,1459,1424.0,-35.0,False,False,,,,,,
2015,5,10,7,EV,6085,N13124,DEN,LIT,1948,2015.0,27.0,14.0,2029.0,129.0,147.0,128.0,771,2337.0,5.0,2257,2342.0,45.0,False,False,,18.0,0.0,0.0,0.0,27.0
2015,7,30,4,UA,249,N780UA,SFO,IAD,725,845.0,80.0,20.0,905.0,301.0,273.0,247.0,2419,1612.0,6.0,1526,1618.0,52.0,False,False,,0.0,0.0,52.0,0.0,0.0
2015,2,16,1,MQ,3329,N824MQ,CMH,JFK,840,836.0,-4.0,14.0,850.0,106.0,90.0,70.0,483,1000.0,6.0,1026,1006.0,-20.0,False,False,,,,,,
2015,3,21,6,AA,1448,N3DPAA,MIA,TPA,1950,2013.0,23.0,30.0,2043.0,64.0,75.0,37.0,204,2120.0,8.0,2054,2128.0,34.0,False,False,,11.0,0.0,23.0,0.0,0.0
2015,4,17,5,US,1873,N836AW,BDL,CLT,1915,1910.0,-5.0,11.0,1921.0,122.0,117.0,94.0,644,2055.0,12.0,2117,2107.0,-10.0,False,False,,,,,,
2015,1,6,2,MQ,3135,N848MQ,DFW,ABI,2150,2146.0,-4.0,13.0,2159.0,46.0,46.0,31.0,158,2230.0,2.0,2236,2232.0,-4.0,False,False,,,,,,
2015,2,11,3,OO,4728,N431SW,SLC,MFR,1100,1054.0,-6.0,10.0,1104.0,120.0,95.0,81.0,575,1125.0,4.0,1200,1129.0,-31.0,False,False,,,,,,
2015,11,6,5,UA,294,N417UA,SEA,SFO,717,714.0,-3.0,21.0,735.0,138.0,131.0,100.0,679,915.0,10.0,935,925.0,-10.0,False,False,,,,,,
2015,10,5,1,WN,1191,N476WN,14107,14679,1650,1653.0,3.0,16.0,1709.0,65.0,78.0,50.0,304,1759.0,12.0,1755,1811.0,16.0,False,False,,16.0,0.0,0.0,0.0,0.0
2015,6,26,5,MQ,3116,N619MQ,MIA,PNS,2125,2129.0,4.0,15.0,2144.0,110.0,99.0,78.0,530,2202.0,6.0,2215,2208.0,-7.0,False,False,,,,,,
2015,11,10,2,WN,874,N956WN,DCA,STL,1845,1845.0,0.0,13.0,1858.0,140.0,140.0,113.0,719,1951.0,14.0,2005,2005.0,0.0,False,False,,,,,,
